# lambda =           2.0000000000000001E-01
# m =           1.0000000000000000E+00
# t_perp =           2.0000000000000001E-01
          0.0000000000000000E+00          0.0000000000000000E+00          0.0000000000000000E+00         -3.1862663012531547E+00         -2.7871561994672041E+00          2.7871561994672041E+00          3.1862663012531551E+00
          3.1415926535897934E-02          3.1415926535897934E-02          0.0000000000000000E+00         -3.1859833720382427E+00         -2.7867855579997416E+00          2.7867855579997425E+00          3.1859833720382427E+00
          6.2831853071795868E-02          6.2831853071795868E-02          0.0000000000000000E+00         -3.1851345778802949E+00         -2.7856738580439750E+00          2.7856738580439750E+00          3.1851345778802940E+00
          9.4247779607693788E-02          9.4247779607693788E-02          0.0000000000000000E+00         -3.1837199000574135E+00         -2.7838217722041709E+00          2.7838217722041700E+00          3.1837199000574130E+00
          1.2566370614359174E-01          1.2566370614359174E-01          0.0000000000000000E+00         -3.1817393100781342E+00         -2.7812304190501091E+00          2.7812304190501096E+00          3.1817393100781350E+00
          1.5707963267948966E-01          1.5707963267948966E-01          0.0000000000000000E+00         -3.1791927737003207E+00         -2.7779013595118589E+00          2.7779013595118589E+00          3.1791927737003198E+00
          1.8849555921538758E-01          1.8849555921538758E-01          0.0000000000000000E+00         -3.1760802564619142E+00         -2.7738365919323362E+00          2.7738365919323358E+00          3.1760802564619137E+00
          2.1991148575128555E-01          2.1991148575128555E-01          0.0000000000000000E+00         -3.1724017306316665E+00         -2.7690385458738040E+00          2.7690385458738049E+00          3.1724017306316683E+00
          2.5132741228718347E-01          2.5132741228718347E-01          0.0000000000000000E+00         -3.1681571834668616E+00         -2.7635100747967676E+00          2.7635100747967680E+00          3.1681571834668620E+00
          2.8274333882308139E-01          2.8274333882308139E-01          0.0000000000000000E+00         -3.1633466266475532E+00         -2.7572544477485534E+00          2.7572544477485534E+00          3.1633466266475536E+00
          3.1415926535897931E-01          3.1415926535897931E-01          0.0000000000000000E+00         -3.1579701067432255E+00         -2.7502753402138160E+00          2.7502753402138151E+00          3.1579701067432269E+00
          3.4557519189487723E-01          3.4557519189487723E-01          0.0000000000000000E+00         -3.1520277165584143E+00         -2.7425768242899551E+00          2.7425768242899555E+00          3.1520277165584139E+00
          3.7699111843077515E-01          3.7699111843077515E-01          0.0000000000000000E+00         -3.1455196071986764E+00         -2.7341633583571263E+00          2.7341633583571268E+00          3.1455196071986768E+00
          4.0840704496667313E-01          4.0840704496667313E-01          0.0000000000000000E+00         -3.1384460006973103E+00         -2.7250397764149445E+00          2.7250397764149441E+00          3.1384460006973103E+00
          4.3982297150257110E-01          4.3982297150257110E-01          0.0000000000000000E+00         -3.1308072030461109E+00         -2.7152112772568886E+00          2.7152112772568886E+00          3.1308072030461105E+00
          4.7123889803846897E-01          4.7123889803846897E-01          0.0000000000000000E+00         -3.1226036174798146E+00         -2.7046834136486440E+00          2.7046834136486431E+00          3.1226036174798155E+00
          5.0265482457436694E-01          5.0265482457436694E-01          0.0000000000000000E+00         -3.1138357578733449E+00         -2.6934620816691308E+00          2.6934620816691304E+00          3.1138357578733449E+00
          5.3407075111026492E-01          5.3407075111026492E-01          0.0000000000000000E+00         -3.1045042621228065E+00         -2.6815535103630572E+00          2.6815535103630568E+00          3.1045042621228056E+00
          5.6548667764616278E-01          5.6548667764616278E-01          0.0000000000000000E+00         -3.0946099053950742E+00         -2.6689642518421115E+00          2.6689642518421111E+00          3.0946099053950729E+00
