# m =           1.0000000000000000E+00
# t_perp =           2.0000000000000001E-01
# mu =           1.0000000000000000E+00
# d =           1.0000000000000000E+00
# delta=          1.0000000000000000E-03
# nk=101
# columns: Lambda Mx My
          0.0000000000000000E+00          1.2884542687244081E-17          4.6643278908160331E-17
          9.9999997764825821E-03         -2.1902138034352794E-17         -4.1586062677126997E-04
          1.9999999552965164E-02         -1.8891497467869765E-17         -8.3168808994763964E-04
          2.9999999329447746E-02         -3.3755770020723083E-17         -1.2476498540301556E-03
          3.9999999105930328E-02          3.8765143297224091E-18         -1.6634317674560353E-03
          4.9999997019767761E-02         -4.6912867887238673E-18         -2.0838629688169257E-03
          5.9999998658895493E-02         -8.0020731188672322E-18         -2.5085104577179636E-03
          7.0000000298023224E-02         -5.0662564254779953E-18         -2.9343544277767503E-03
          7.9999998211860657E-02         -1.4970216354983850E-17         -3.3646229790998514E-03
          8.9999996125698090E-02          4.2656409833743973E-18         -3.7928513294895271E-03
          9.9999994039535522E-02         -1.6759697301724753E-17         -4.2287319936703946E-03
          1.0999999940395355E-01         -2.7535185298516282E-18         -4.6719846287736561E-03
          1.1999999731779099E-01         -5.0254434037904714E-18         -5.1102013093569949E-03
          1.2999999523162842E-01          2.4671471610108337E-17         -5.5818578378599324E-03
          1.4000000059604645E-01         -9.5505871833947092E-18         -6.0532657052334458E-03
          1.4999999105930328E-01         -1.4904235303255688E-17         -6.5460997296873848E-03
          1.5999999642372131E-01          2.8569115181266895E-20         -7.0251191448218982E-03
          1.7000000178813934E-01          3.1269576782924737E-17         -7.4958175191349053E-03
          1.7999999225139618E-01         -1.6990460928516295E-17         -7.9749900697380222E-03
          1.8999999761581421E-01          1.7492461095272843E-17         -8.4351144877263095E-03
          2.0000000298023224E-01          2.8756855081029503E-17         -8.9264047556546437E-03
