# m =           1.0000000000000000E+00
# t_perp =           2.0000000000000001E-01
# mu =          -1.0000000000000000E+00
# d =           1.0000000000000000E+00
# delta=          1.0000000000000000E-03
# nk=101
# columns: Lambda Mx My
          0.0000000000000000E+00         -1.0345328501151916E-17          5.3497981454695340E-18
          9.9999997764825821E-03         -5.9780873516800972E-18         -4.1586062677112149E-04
          1.9999999552965164E-02          2.9528221190923709E-18         -8.3168808994755746E-04
          2.9999999329447746E-02         -4.1471981933520617E-17         -1.2476498540302395E-03
          3.9999999105930328E-02         -2.9930399508802854E-17         -1.6634317674561188E-03
          4.9999997019767761E-02          7.0587821551143308E-18         -2.0838629688168871E-03
          5.9999998658895493E-02         -3.5371285462520917E-19         -2.5085104577179406E-03
          7.0000000298023224E-02         -3.4711474945239273E-17         -2.9343544277766927E-03
          7.9999998211860657E-02         -7.7692008192885001E-17         -3.3646229790998440E-03
          8.9999996125698090E-02          6.6225929858289159E-18         -3.7928513294895453E-03
          9.9999994039535522E-02         -8.6523605977551156E-19         -4.2287319936703972E-03
          1.0999999940395355E-01         -3.1453235380518600E-18         -4.6719846287736171E-03
          1.1999999731779099E-01         -4.0037574275461172E-17         -5.1102013093570105E-03
          1.2999999523162842E-01          2.6037347402584146E-17         -5.5818578378599229E-03
          1.4000000059604645E-01         -2.1402348572937655E-17         -6.0532657052334024E-03
          1.4999999105930328E-01          1.4211094151595902E-17         -6.5460997296875158E-03
          1.5999999642372131E-01         -1.6605458090597318E-17         -7.0251191448219303E-03
          1.7000000178813934E-01          4.8377035040278605E-18         -7.4958175191348160E-03
          1.7999999225139618E-01         -2.5031986635014800E-17         -7.9749900697379163E-03
          1.8999999761581421E-01         -2.1549275451012742E-18         -8.4351144877263303E-03
          2.0000000298023224E-01          1.9599093231377212E-17         -8.9264047556546055E-03
