# m = 1.0000000000000000e+00
# t_perp = 2.0000000000000001e-01
# mu = -1.0000000000000000e+00
# d = 1.0000000000000000e+00
# nk = 251
# eta = 2.9999999999999999e-02
# prefactor = 1.0000000000000000e+00
# columns: lambda Mx My Mx_from_chi My_from_chi chi_fix_x chi_fix_y chi_fs_x chi_fs_y chi_tot_x chi_tot_y
          0.0000000000000000e+00          9.2974711751376380e-19         -2.2237833647022601e-18          9.2974711751376380e-19         -2.2237833647022601e-18         -3.4600644497006486e-19          2.9758780973231886e-02          7.8657944918713257e-19         -7.1742464911487488e-02          4.4057300421706770e-19         -4.1983683938255606e-02
          1.0000000000000000e-02          4.5610456751880637e-19         -4.1332978283872889e-04          9.0973094364008853e-19         -4.1960256322886539e-04         -5.7504568123168299e-19          2.9750983595408051e-02         -3.8687620977204195e-18         -7.1687812302925077e-02         -4.4438077789521026e-18         -4.1936828707517027e-02
          2.0000000000000000e-02          3.3356963879219745e-18         -8.2719934564347362e-04          8.7991202283794551e-19         -8.3924166132368712e-04          1.6533132317400502e-19          2.9533367841128661e-02         -1.6853077046504897e-18         -7.1524358752575984e-02         -1.5199763814764846e-18         -4.1990990911447326e-02
          2.9999999999999999e-02          6.5826203994285072e-19         -1.2427547308604566e-03          8.8495011273861689e-19         -1.2593130402636127e-03          1.1370518871202401e-19          2.9230320339631289e-02          2.4138891728987194e-18         -7.1253605216169080e-02          2.5275943616107434e-18         -4.2023284876537795e-02
          4.0000000000000001e-02         -1.2830829970207654e-18         -1.6607681150777550e-03          8.9099054798749791e-19         -1.6797413868116125e-03         -3.0395211489748147e-19          2.8815629814975253e-02         -1.0155551969370747e-18         -7.0878014248037371e-02         -1.3195073118345561e-18         -4.2062384433062122e-02
          5.0000000000000003e-02          2.5012112682462373e-18         -2.0840862043590164e-03          8.7050049863734703e-19         -2.1001862332397148e-03         -3.8382556997211473e-19          2.8374368404101468e-02         -2.3946769882234955e-18         -7.0400953256659807e-02         -2.7785025581956100e-18         -4.2026584852558335e-02
          5.9999999999999998e-02          1.9955887036938952e-19         -2.5060639773298501e-03          8.1900749687486333e-19         -2.5216353791615437e-03         -8.4221811194897651e-19          2.7563374223564769e-02         -6.6778796823521606e-18         -6.9826618555372269e-02         -7.5200977943011370e-18         -4.2263244331807504e-02
          7.0000000000000007e-02          9.2983832672495336e-19         -2.9265498217870690e-03          7.7415535186586540e-19         -2.9463972202113911e-03          8.3719730301225092e-20          2.6470819525111641e-02         -1.5340509377996623e-18         -6.9159943403273555e-02         -1.4503312074984373e-18         -4.2689123878161914e-02
          8.0000000000000002e-02         -9.5457839502807817e-19         -3.3520618893290340e-03          7.7849776927398772e-19         -3.3751755123175107e-03         -4.2004509192131581e-19          2.5339959210714118e-02          2.7388597810442113e-18         -6.8406493753776138e-02          2.3188146891228956e-18         -4.3066534543062016e-02
          8.9999999999999997e-02         -6.9463558499396679e-19         -3.7814027549764491e-03          7.7816078951574693e-19         -3.8077617767311332e-03         -7.8132907976568433e-19          2.4121637373678204e-02         -1.6048815610053764e-18         -6.7572355713340707e-02         -2.3862106407710606e-18         -4.3450718339662506e-02
          1.0000000000000001e-01          4.9237829871616741e-19         -4.2102451948191474e-03          7.4354976079433795e-19         -4.2448846843742361e-03         -8.0773156501238297e-19          2.2690155571392593e-02         -3.7282635384983463e-18         -6.6664018760350552e-02         -4.5359951035107293e-18         -4.3973863188957962e-02
