# m =           1.0000000000000000E+00
# t_perp =           2.0000000000000001E-01
# mu =           0.0000000000000000E+00
# d =           1.0000000000000000E+00
# delta=          1.0000000000000000E-03
# nk=101
# columns: Lambda Mx My
          0.0000000000000000E+00         -7.6778502521591242E-19          2.3962533865827997E-19
          9.9999997764825821E-03         -1.5937803820710107E-19          1.6048185067154338E-04
          1.9999999552965164E-02          5.4614651759166208E-19          3.2083036608019006E-04
          2.9999999329447746E-02         -1.5804417512851142E-19          4.8091259499702063E-04
          3.9999999105930328E-02          9.1353146877241512E-19          6.4059635104559917E-04
          4.9999997019767761E-02          4.9203073593808393E-19          7.9975055755354284E-04
          5.9999998658895493E-02          1.6026976021740922E-18          9.5824576048623457E-04
          7.0000000298023224E-02         -8.6311038156261976E-19          1.1159542145078589E-03
          7.9999998211860657E-02         -2.2285610383958490E-19          1.2727503699470450E-03
          8.9999996125698090E-02          5.1403150544151491E-19          1.4285113088919061E-03
          9.9999994039535522E-02          9.7143494329159001E-20          1.5831168692186383E-03
          1.0999999940395355E-01          5.1016277109405166E-21          1.7364500957195543E-03
          1.1999999731779099E-01          2.7548789639078787E-20          1.8883970392111296E-03
          1.2999999523162842E-01          1.9250141895948882E-19          2.0388476726189552E-03
          1.4000000059604645E-01         -1.9777310092746068E-19          2.1876957481472754E-03
          1.4999999105930328E-01          6.0743380611598414E-19          2.3348385393050985E-03
          1.5999999642372131E-01          4.7037007494871561E-19          2.4801782034302366E-03
          1.7000000178813934E-01         -8.9380517495677850E-19          2.6236204788828940E-03
          1.7999999225139618E-01         -9.8223338861308081E-19          2.7650754549668755E-03
          1.8999999761581421E-01          4.2887683623306608E-19          2.9044582653601548E-03
          2.0000000298023224E-01          1.1390234135959860E-18          3.0416878721998952E-03
